id,year,opening,rrh,timebin,wolf,author,book_type,picture_rrh,picture_wolf,rrh_new,any_picture_wolf,any_picture_rrh,wolf_cover,rrh_cover,length
KW XKR 9836,1970,1,0.0,4,1,Martine Catherina Maria Bijl,verhaal,1,0,0.0,1,1,0,0,1297
KW XKR 9864,1970,1,0.0,4,1,Anonymous,picture book,0,1,0.0,1,1,0,0,790
KW XKR 0951,1970,1,0.0,4,0,Anonymous,picture book,1,1,0.0,1,1,0,0,1267
KW XKY 493,1970,1,0.0,4,1,Anonymous,verhaal,1,0,0.0,1,1,0,0,879
KW BJ 02934,1970,1,0.0,4,0,Pieter Grashoff,verhaal,0,0,0.0,0,0,0,0,1581
KW BJ 53347,1971,1,0.0,4,1,Lia Timmermans,picture book,1,1,0.0,1,1,0,0,1504
KW XKR 4015,1971,1,0.0,4,0,Anonymous,verhaal,1,0,0.0,1,1,0,0,761
KW BJ 53056,1971,1,0.0,4,0,Anonymous,picture book,1,1,0.0,1,1,0,0,458
KW BJ 51957,1973,1,0.0,4,1,Cornelius W.A.J.A. Walraven,verhaal,1,0,0.0,1,1,0,0,1751
KW BJ 52843,1973,1,0.0,4,1,Emile Lopez,verhaal,1,1,0.0,1,1,0,0,690
KW XKR 5554,1973,1,0.0,4,0,John Strejan,verhaal,1,1,0.0,1,1,0,0,900
KW XKR 3603,1973,0,0.0,4,1,Anonymous,verhaal,1,0,0.0,1,1,0,0,1491
VD 40019 6,1974,1,0.0,4,0,Tadasu Izawa,picture book,0,0,0.0,1,1,0,0,352
KW Ki 6009,1974,0,1.0,4,1,Ton Wassink,verhaal,1,1,1.0,1,1,0,0,112
KW BJ 53081,1974,1,0.0,4,1,Anonymous,verhaal,1,1,0.0,1,1,0,0,3762
KW XKR 6120,1974,0,1.0,4,0,Anonymous,verhaal,0,0,1.0,0,0,0,0,738
VD 940 6-1,1975,0,0.0,4,0,Anonymous,verhaal,0,1,0.0,1,1,0,0,977
FE 1975 45,1975,1,0.0,4,0,Ef Leonard,verhaal,0,0,0.0,0,0,0,0,1401
VE 40013 2,1975,1,0.0,4,1,Anonymous,verhaal,1,1,0.0,1,1,0,0,543
FD 1976 40104,1975,0,1.0,4,1,Anonymous,picture book,1,1,1.0,1,1,0,0,128
FF 1977 4,1976,1,0.0,4,1,Lea Smulders,verhaal,1,1,0.0,1,1,0,0,638
FF 1976 40005,1976,0,0.0,4,1,Gerda Van Cleemput,verhaal,1,1,0.0,1,1,0,0,1066
FD 1976 369,1976,1,0.0,4,1,Anonymous,verhaal,1,1,0.0,1,1,0,0,780
KW BJ 53432,1976,1,0.0,4,0,L. Kurben,picture book,1,1,0.0,1,1,0,0,720
FF 1977 2,1977,1,0.0,4,0,Richard Macclure Scarry,picture book,1,1,0.0,1,1,0,0,625
KW XKY 325,1977,0,0.0,4,1,E. Mauritius,verhaal,1,0,0.0,0,1,0,0,619
FD 1977 40122,1977,1,0.0,4,0,Ruth Ainsworth,verhaal,1,0,0.0,1,1,0,0,990
GX 40009 3-1,1977,1,0.0,4,1,Anonymous,verhaal,1,0,0.0,1,1,0,0,608
VD 1043 6-1,1978,1,0.0,4,0,Anneke van Luyk,picture book,1,1,0.0,1,1,0,0,312
FV 1978 40004,1978,0,1.0,4,1,Anonymous,picture book,1,1,1.0,1,1,0,0,182
KW GW P100729,1978,1,0.0,4,0,Anonymous,picture book,1,1,0.0,1,1,0,0,1795
FE 1979 40043,1978,1,0.0,4,0,Anonymous,verhaal,0,1,0.0,1,1,0,0,587
KW BJ 52118,1979,0,0.0,4,0,Johannes Pieter Jacobus Helmich Clinge Doorenbos,picture book,1,1,0.0,1,1,0,0,524
FE 1979 100,1979,1,0.0,4,0,Nelly Johanna Kunst,verhaal,1,1,0.0,1,1,0,0,1048
VD 1064 5-1,1979,1,0.0,4,0,John Strejan,verhaal,1,1,0.0,1,1,0,0,463
BPN B8009042,1979,1,0.0,4,1,Hetty van den Heuvel,verhaal,1,0,0.0,1,1,0,0,3506
KW BJ 53284,1979,1,0.0,4,0,Carla Steen,verhaal,0,1,0.0,1,1,0,0,650
KW XKR 3215,1980,1,0.0,4,0,Anonymous,verhaal,0,1,0.0,1,1,0,0,817
KW XKZ 1726,1980,0,1.0,4,1,Anonymous,verhaal,0,0,1.0,1,1,0,0,163
KW XKR 3332,1980,0,1.0,4,1,Anonymous,picture book,0,0,1.0,1,1,0,0,514
KW XKP 260,1980,0,1.0,4,1,Anonymous,picture book,1,0,1.0,1,1,0,0,193
FE 1986 40051,1981,1,0.0,4,1,E. De Klerck,picture book,1,1,0.0,1,1,0,0,782
KW BJ 51934,1981,1,0.0,4,0,Hendrik Magdalenus Bruna,picture book,1,0,0.0,1,1,0,0,674
FA 1981 26,1981,0,1.0,4,0,Jan G. Steur,verhaal,1,1,0.0,1,1,0,0,960
KW Ki 8785,1981,0,0.0,4,1,Anno Annink,verhaal,0,0,1.0,1,1,0,0,539
KW BJ 50360,1982,0,1.0,4,1,Marja Baeten,anders,1,1,1.0,1,1,0,0,118
FE 1982 40021,1982,0,1.0,4,1,Huberte Vriesendorp,(rijmend) gedicht,0,0,1.0,1,1,0,0,340
KW GW A101336,1982,1,0.0,4,1,Marie Cramer,verhaal,1,0,0.0,1,1,0,0,942
VC 337 17-1,1982,1,0.0,4,1,Roberto Molino,verhaal,1,1,0.0,1,1,0,0,836
KW XKY 217,1983,0,0.0,4,1,Anonymous,verhaal,0,0,0.0,1,1,1,1,226
KW BJ 53174,1983,0,0.0,4,0,Anonymous,verhaal,1,0,0.0,1,1,0,0,1415
KW BJ 13723,1983,0,1.0,4,1,Walter Elias Disney,verhaal,0,0,1.0,0,0,0,0,1100
FA 1985 49,1983,1,0.0,4,1,E. De Klerck,picture book,1,1,0.0,1,1,0,0,687
VD 1655 3-1,1983,0,1.0,4,1,Hetty van den Heuvel,picture book,1,1,1.0,1,1,0,0,148
KW BJ 41574,1983,0,1.0,4,1,Richard Macclure Scarry,picture book,1,1,1.0,1,1,0,0,125
FD 1983 40231,1983,0,1.0,4,1,Anonymous,picture book,1,1,1.0,1,1,0,0,182
FD 1984 711,1983,1,0.0,4,0,Katinka Kessels,picture book,0,0,0.0,1,1,0,0,536
KW BJ 10426,1984,0,1.0,4,1,Christine Wensch-Van Sompel,picture book,1,1,1.0,1,1,0,0,215
KW BJ 52963,1984,0,0.0,4,0,Anonymous,picture book,1,1,0.0,1,1,0,0,946
FE 1984 40018,1984,1,0.0,4,1,Anonymous,verhaal,1,1,0.0,1,1,0,0,1496
KW BJ 43399,1984,0,1.0,4,1,Anonymous,picture book,1,1,1.0,1,1,0,0,237
FA 1984 27,1984,1,0.0,4,1,L.M. Niskos,picture book,1,1,0.0,1,1,0,0,1025
5013249,1984,1,0.0,4,1,Christine Wensch-Van Sompel,verhaal,1,1,0.0,1,1,0,0,584
VE 210 4-1,1984,1,0.0,4,1,Cobi van Mourik,verhaal,1,1,0.0,1,1,0,0,918
VD 1701 1-1,1985,0,0.0,4,1,Regina Johanna Ascherman-Soetermeer,picture book,1,0,0.0,1,1,0,0,783
FA 1985 60,1985,1,0.0,4,0,Hetty van den Heuvel,verhaal,1,0,0.0,1,1,0,0,2100
FF 1985 40010,1985,1,0.0,4,1,Hetty van den Heuvel,verhaal,1,1,0.0,1,1,0,0,1171
FA 1986 82,1985,1,0.0,4,1,Robert Schouten,verhaal,0,0,0.0,0,0,0,0,889
KW BJ 53474,1985,1,0.0,4,1,Lea Smulders,verhaal,1,0,0.0,1,1,0,0,693
6000772,1986,1,0.0,4,1,Lea Smulders,verhaal,1,0,0.0,1,1,0,0,693
FX 1986 19,1986,1,0.0,4,0,Lisbeth Zwerger,picture book,1,1,0.0,1,1,0,0,814
6000164,1987,1,0.0,4,0,Ineke Ris,picture book,1,1,0.0,1,1,0,0,1128
4003594,1987,0,1.0,4,1,Walter Elias Disney,verhaal,1,0,1.0,1,1,0,0,1174
5017890,1987,1,0.0,4,1,Peter Bramböck,verhaal,0,0,0.0,0,0,0,0,2129
KW XKZ 1230,1988,1,0.0,4,0,Anonymous,verhaal,1,0,0.0,1,1,0,0,1326
2023946,1988,1,0.0,4,0,Ciny Peppelenbosch-Macrander,picture book,1,1,0.0,1,1,0,0,284
2019055,1988,1,0.0,4,0,Alexandre Joseph Goudsmit,verhaal,0,0,0.0,0,0,0,0,888
5012859,1988,1,0.0,4,1,Suzanne Braam,verhaal,0,0,0.0,0,0,0,0,1283
3004598,1988,0,0.0,4,0,Jennina Carelina Staring,picture book,1,1,0.0,1,1,0,0,1505
6000818,1988,1,0.0,4,1,Anonymous,verhaal,0,0,0.0,1,1,0,0,812
3002206,1988,1,0.0,4,0,Anonymous,verhaal,1,1,0.0,1,1,0,0,289
7000083,1988,1,0.0,4,1,Carlos Busquets,picture book,1,1,0.0,1,1,0,0,569
KW BJ 52455,1989,1,0.0,4,0,Meike Touw,picture book,1,1,0.0,1,1,0,0,1246
5025648,1989,1,0.0,4,1,Suzanne Braam,verhaal,0,0,0.0,0,0,0,0,1280
KW XKR 0354,1989,0,1.0,4,1,Anonymous,verhaal,0,1,1.0,1,1,0,0,230
2022446,1989,1,0.0,4,1,Anonymous,verhaal,1,1,0.0,1,1,0,0,759
KW BJ 52253,1989,1,0.0,4,1,Anonymous,verhaal,1,0,0.0,1,1,0,0,765
4162374,1989,1,0.0,4,0,Jetty Krever,(rijmend) gedicht,0,0,0.0,0,0,0,0,1312
5026200,1989,0,0.0,4,0,Anonymous,verhaal,1,1,0.0,1,1,0,0,441
KW XKR 0885,1989,1,0.0,4,1,Anonymous,verhaal,1,0,0.0,1,1,0,0,912
KW XKR 9711,1990,1,0.0,4,1,A. Van Gool,picture book,1,1,0.0,1,1,0,0,457
2037232,1990,1,0.0,4,1,Anonymous,verhaal,1,1,0.0,1,1,0,0,1170
KW BJ 35398,1990,0,1.0,4,1,Walter Elias Disney,verhaal,1,0,1.0,1,1,0,0,1179
2065741,1990,1,0.0,4,1,Anonymous,verhaal,1,1,0.0,1,1,0,0,880
2038432,1990,0,1.0,4,0,Patricia Whitten,picture book,1,0,1.0,1,1,0,0,469
4037724,1991,1,0.0,4,1,Myrte Gay-Balmaz,verhaal,1,0,0.0,1,1,0,0,510
5039233,1991,0,1.0,4,1,Anonymous,picture book,1,1,1.0,1,1,0,0,590
2045328,1991,0,1.0,4,1,Anonymous,picture book,1,1,1.0,1,1,0,0,160
2042875,1991,0,1.0,4,0,Carry W. Zijlstra-van Dijk,picture book,1,0,1.0,1,1,0,0,737
1009617,1991,1,0.0,4,1,Lisbeth Zwerger,picture book,1,1,0.0,1,1,0,0,1054
5041205,1991,1,0.0,4,0,A. Van Gool,picture book,1,1,0.0,1,1,0,0,1564
1011407,1991,1,0.0,4,0,Imme Dros,verhaal,1,0,0.0,1,1,0,0,2931
4041098,1991,1,0.0,4,1,Anonymous,verhaal,1,0,0.0,1,1,0,0,2243
2051851,1991,1,0.0,4,0,Anna Maria Geertruida Schmidt,verhaal,1,1,0.0,1,1,0,0,739
KW BJ 16446,1992,0,,4,1,Sylviane Gangloff,picture book,1,1,,1,1,0,0,85
5046128,1992,1,0.0,4,0,Richard Macclure Scarry,picture book,1,1,0.0,1,1,0,0,628
5046742,1992,1,0.0,4,0,Anne-Marie Recour,verhaal,1,1,0.0,1,1,0,0,1294
KW BJ 42421,1992,0,0.0,4,1,Dagmar Stam,verhaal,1,0,1.0,0,1,0,0,559
KW XKE 123,1993,1,0.0,4,0,Tricia Lee,verhaal,1,0,0.0,1,1,0,0,611
KW XKR 0593,1993,1,0.0,4,0,Anonymous,verhaal,1,1,0.0,1,1,0,0,781
KW XKR 1999,1993,0,1.0,4,0,Attie Spitzers,picture book,1,0,1.0,1,1,0,0,576
5050097,1993,1,0.0,4,0,Detty Verreydt,verhaal,1,1,0.0,1,1,0,0,728
KW XKZ 0740,1993,1,0.0,4,1,Suzanne Braam,verhaal,1,1,0.0,1,1,0,0,1039
2071740,1993,1,0.0,4,1,René van Harten,verhaal,1,0,0.0,1,1,0,0,1285
KW XKZ 1281,1993,1,0.0,4,1,Agave Kruijssen,verhaal,1,0,0.0,1,1,0,0,773
KW XKY 629,1994,0,1.0,4,0,Anonymous,verhaal,0,0,1.0,0,0,0,0,347
5061329,1994,0,1.0,4,1,Anonymous,picture book,1,1,1.0,1,1,0,0,352
2076937,1994,1,0.0,4,0,Ernst Rudolf van Altena,picture book,1,1,0.0,1,1,0,0,670
2084022,1994,0,1.0,4,1,Harriët Verburg,picture book,1,0,1.0,1,1,0,0,153
5062699,1994,1,0.0,4,0,Claudio Cernuschi,picture book,1,1,0.0,1,1,0,0,1416
4064202,1994,1,0.0,4,0,Ivo de Wijs,verhaal,1,1,0.0,1,1,0,0,1818
5069593,1995,1,0.0,4,1,Geertje Karsten,verhaal,1,1,0.0,1,1,0,0,837
4094390,1995,1,0.0,4,0,Marjan Doets,picture book,1,1,0.0,1,1,0,0,701
4097271,1996,1,0.0,4,0,Eva Sýkorová-Pekárková,picture book,1,1,0.0,1,1,0,0,476
4086683,1996,1,0.0,4,0,Jacobus Maria Vriens,verhaal,1,1,0.0,1,1,0,0,1924
5086710,1996,1,0.0,4,0,Anonymous,verhaal,1,1,0.0,1,1,0,0,643
5088279,1996,0,1.0,4,1,Ann Elisabeth Jansen,picture book,1,1,1.0,1,1,0,0,317
2128844,1996,0,1.0,4,1,Sietske Chardon-Postel,picture book,1,1,1.0,1,1,0,0,494
2124467,1996,0,1.0,4,1,Anonymous,picture book,1,1,1.0,1,1,0,0,116
4094953,1996,0,1.0,4,1,Gemma van Leeuwen,picture book,1,1,1.0,1,1,0,0,453
5086725,1996,1,0.0,4,1,Francisca Fröhlich,picture book,1,1,0.0,1,1,0,0,930
KW XKR 5151,1997,1,0.0,4,1,Anonymous,verhaal,1,1,0.0,1,1,0,0,1289
4113288,1997,1,0.0,4,1,Diana Lebacs,verhaal,1,1,0.0,1,1,0,0,730
4153877,1997,1,0.0,4,1,Gemma van Leeuwen,picture book,1,0,0.0,1,1,0,0,337
5125806,1998,0,1.0,4,1,Caroline Bijvoet,anders,1,1,1.0,1,1,0,0,159
4121221,1998,1,0.0,4,0,Tony Wolf,picture book,1,1,0.0,1,1,0,0,477
5133031,1999,0,0.0,4,1,Gemma van Leeuwen,picture book,1,1,0.0,1,1,0,0,1043
KW XKR 7548,1999,0,1.0,4,0,A. Van Gool,verhaal,0,0,1.0,0,0,0,0,286
4139945,1999,0,0.0,4,0,Mireille Vroege,picture book,1,1,0.0,1,1,0,0,359
4136359,1999,1,0.0,4,1,Anonymous,verhaal,1,0,0.0,1,1,0,0,2245
KW XKR 6247,2000,0,0.0,4,0,Anonymous,picture book,1,1,0.0,1,1,0,0,417
4153875,2000,1,0.0,4,1,Bob Kaiser,verhaal,1,0,0.0,1,1,0,0,1036
5146977,2000,1,0.0,4,1,Anonymous,verhaal,1,1,0.0,1,1,0,0,1494
KW XKR 8464,2000,0,0.0,4,1,Anonymous,picture book,1,1,0.0,1,1,0,0,199
KW XKR 5265,2000,1,0.0,4,0,Anonymous,picture book,1,1,0.0,1,1,0,0,339
KW XKP 674,2000,1,0.0,4,0,Anonymous,picture book,0,0,0.0,1,1,0,0,431
KW XKR 9023,2000,0,1.0,4,0,A.M. Lefèvre,picture book,1,1,1.0,1,1,0,0,346
5160658,2001,0,1.0,4,1,Pieter van Oudheusden,picture book,1,0,1.0,1,1,0,0,556
1028342,2001,1,0.0,4,1,Marie Cramer,verhaal,1,0,0.0,1,1,0,0,928
2267819,2001,0,0.0,4,1,Anonymous,picture book,1,0,0.0,1,1,0,0,180
5160520,2001,1,0.0,4,1,Anonymous,verhaal,1,0,0.0,1,1,0,0,1302
2265002,2001,1,0.0,4,0,Robyn Bryant,picture book,1,1,0.0,1,1,0,0,357
4184935,2001,1,0.0,4,0,Anonymous,verhaal,1,1,0.0,1,1,0,0,474
5194483,2002,1,0.0,4,0,A.M. Lefèvre,picture book,1,1,0.0,1,1,0,0,548
KW XKR 0595,2002,0,1.0,4,0,A. Van Gool,verhaal,1,1,1.0,1,1,0,0,239
5169557,2002,1,0.0,4,1,Nico Voskamp,picture book,1,1,0.0,1,1,0,0,1019
2227389,2002,0,1.0,4,0,A.M. Lefèvre,picture book,1,1,1.0,1,1,0,0,239
KW XKR 9510,2002,1,0.0,4,0,Anonymous,picture book,0,0,0.0,1,1,0,0,357
KW XKZ 1206,2003,1,0.0,4,0,Anonymous,verhaal,0,1,0.0,1,1,0,0,801
KW XKR 9061,2003,0,1.0,4,1,A. Van Gool,picture book,1,0,1.0,1,1,0,0,156
4204161,2003,0,0.0,4,1,Evianne de Kup,picture book,1,1,0.0,1,1,0,0,1245
5185892,2003,1,0.0,4,1,Marc De Bel,picture book,1,1,0.0,1,1,0,0,658
KW XKZ 0266,2003,1,0.0,4,0,Edward Adrianus Charles van de Vendel,picture book,1,1,0.0,1,1,0,0,804
4199737,2003,1,0.0,4,0,Vivian den Hollander,verhaal,0,0,0.0,1,1,0,0,819
5186753,2003,1,0.0,4,1,Henri Van Daele,verhaal,0,1,0.0,1,0,0,0,854
4207729,2004,0,1.0,4,1,Marjan Doets,picture book,1,1,1.0,1,1,0,0,394
KW XKR 5390,2004,1,0.0,4,0,Jeroen Kramer,picture book,1,1,0.0,1,1,0,0,1220
4212901,2004,1,0.0,4,1,Anonymous,verhaal,1,1,0.0,1,1,0,0,1166
KW XKZ 1210,2004,1,0.0,4,0,Anonymous,picture book,1,0,0.0,1,1,0,0,964
5201886,2005,1,0.0,4,1,Anonymous,verhaal,0,0,0.0,1,1,0,0,1708
3013533,2005,1,0.0,4,1,Anonymous,verhaal,1,1,0.0,1,1,0,0,1399
3014574,2005,1,0.0,4,0,Marianne Busser,verhaal,1,1,0.0,1,1,0,0,2043
5212462,2005,1,0.0,4,1,Anonymous,verhaal,1,1,0.0,1,1,0,0,1399
3007625,2005,1,0.0,4,0,Addie Maanders,picture book,1,1,0.0,1,1,0,0,342
3010628,2005,1,0.0,4,0,Eric van Oudenaarde,picture book,1,1,0.0,1,1,0,0,1152
KW XKZ 1862,2006,1,0.0,4,1,Anonymous,verhaal,1,1,0.0,1,1,0,0,867
5229033,2006,0,0.0,4,0,Jarka Seidl,verhaal,1,1,1.0,1,1,0,0,964
4227076,2006,0,0.0,4,0,Chris Winsemius,verhaal,0,1,0.0,1,1,0,0,808
KW GW P100009,2006,0,1.0,4,0,Stijn Laagland,anders,1,0,1.0,1,1,0,0,171
4229105,2006,0,0.0,4,0,Hilde Vandermeeren,picture book,1,1,,1,1,0,0,95
5230610,2007,0,1.0,4,0,Gerda Laura Dendooven,picture book,1,1,1.0,1,1,0,0,533
4248580,2007,1,0.0,4,0,Thé Tjong-Khing,picture book,1,0,0.0,1,1,0,0,1010
5235107,2007,1,0.0,4,0,Anonymous,picture book,1,1,0.0,1,1,0,0,846
5237627,2007,1,0.0,4,1,Marjan van Zeyl,picture book,1,1,0.0,1,1,0,0,1190
KW GW P100008,2007,0,1.0,4,1,Anonymous,verhaal,1,0,1.0,1,1,0,0,223
5251998,2008,1,0.0,4,1,Anonymous,verhaal,0,0,0.0,1,1,0,0,1709
5244567,2008,1,0.0,4,1,Anonymous,verhaal,1,1,0.0,1,1,0,0,1403
KW XKZ 1033,2008,1,0.0,4,0,Sylvia Vanden Heede,picture book,1,1,0.0,1,1,0,0,227
4262750,2008,0,0.0,4,1,Renate Poper,picture book,1,0,0.0,1,1,0,0,1136
2267570,2008,1,0.0,4,0,Marcel van Ee,picture book,1,1,0.0,1,1,0,0,552
4262746,2008,1,0.0,4,1,Anonymous,verhaal,1,1,0.0,1,1,0,0,1169
5256114,2009,1,0.0,4,0,Lucy Cousins,picture book,1,1,0.0,1,1,0,0,266
5272290,2009,1,0.0,4,0,Tim Gladdines,picture book,1,1,0.0,1,1,0,0,638
4269562,2009,1,0.0,4,1,Gerrie van Dongen,verhaal,1,0,0.0,1,1,0,0,1347
5253377,2009,1,0.0,4,0,Anonymous,verhaal,1,1,0.0,1,1,0,0,1665
2312538,2010,1,0.0,4,0,Tamar Verkaik,picture book,0,0,0.0,1,1,0,0,734
2306241,2010,0,1.0,4,1,Tine van het Veld,verhaal,1,1,1.0,1,1,0,0,1119
5263101,2010,1,0.0,4,1,Martine Letterie,picture book,1,1,0.0,1,1,0,0,1307
4293570,2010,0,1.0,4,1,Dionisius Antonius Duyns,verhaal,0,0,1.0,0,0,0,0,1482
5271539,2010,0,0.0,4,0,Annemarie Elisabeth van den Brink,(rijmend) gedicht,1,1,0.0,1,1,0,0,108
4279118,2010,1,0.0,4,0,Vivian den Hollander,verhaal,1,1,0.0,1,1,0,0,877
12006526,2010,1,0.0,4,0,Marita De Sterck,verhaal,0,0,0.0,0,0,0,0,1495
4280586,2010,0,1.0,4,0,Marjet Huiberts,picture book,0,1,0.0,1,1,0,0,236
5276973,2011,0,1.0,4,1,Tjibbe Veldkamp,picture book,1,1,1.0,1,1,0,0,703
KW XKW 2737,2011,0,0.0,4,0,Anna Milbourne,verhaal,0,0,0.0,1,1,0,0,1911
5293912,2011,1,0.0,4,0,A. Van Gool,picture book,1,1,0.0,1,1,0,0,551
5273704,2011,1,0.0,4,1,Anonymous,picture book,1,1,0.0,1,1,0,0,567
5277162,2011,1,0.0,4,0,Marianne Busser,verhaal,1,0,0.0,1,1,0,0,2040
5286008,2011,0,0.0,4,0,Geert De Kockere,(rijmend) gedicht,0,0,0.0,0,0,0,0,211
KW XKZ 1713,2011,0,1.0,4,1,Jonas Boets,picture book,0,0,1.0,1,1,0,0,1822
5280348,2011,0,1.0,4,0,Ivo de Wijs,(rijmend) gedicht,1,0,1.0,1,1,0,0,591
4290642,2011,1,0.0,4,1,Jasmijn Snoijink,verhaal,1,0,0.0,1,1,0,0,1479
5272036,2011,1,0.0,4,1,Anonymous,verhaal,1,1,0.0,1,1,0,0,1400
4311131,2012,1,0.0,4,1,Anonymous,verhaal,1,1,0.0,1,1,0,0,1166
14029101,2013,1,0.0,4,1,Sarah Courtauld,picture book,1,1,0.0,1,1,0,0,782
KW GW A101524,2013,1,0.0,4,1,Lesley Sims,verhaal,1,1,0.0,1,1,0,0,683
14013747,2013,0,0.0,4,1,Caroline Ellerbeck,picture book,1,1,,1,1,0,0,86
14036517,2014,1,0.0,4,1,Anonymous,picture book,1,0,0.0,1,1,0,0,1060
14027694,2014,0,0.0,4,1,Anonymous,picture book,0,0,0.0,1,0,0,0,309
